id,raw_text,canonical_transliterated,canonical_italic,canonical_words_only,translation,year_from,year_to,intact_token_ratio,data_quality
4084,a(rn)th atna v(e)l(us),a(rn)θ atna v(e)l(us),𐌀(𐌓𐌍)𐌈 𐌀𐌕𐌍𐌀 𐌅(𐌄)𐌋(𐌖𐌔),atna,,,,0.333,clean
4086,rutsnisla,rutsnisla,𐌓𐌖𐌕𐌔𐌍𐌉𐌔𐌋𐌀,rutsnisla,,,,1.000,clean
4087,venetes,venetes,𐌅𐌄𐌍𐌄𐌕𐌄𐌔,venetes,mr-larthachu,,,1.000,clean
4088,pu(rthie)s la(utnitha),pu(rθie)s la(utniθa),𐌐𐌖(𐌓𐌈𐌉𐌄)𐌔 𐌋𐌀(𐌖𐌕𐌍𐌉𐌈𐌀),,,,,0.000,clean
4090,venz{}etaz,venz{}etaz,𐌅𐌄𐌍𐌆{}𐌄𐌕𐌀𐌆,,mrs-velthurnis,,,0.000,clean
4091,larthfatunilatni,larθfatunilatni,𐌋𐌀𐌓𐌈𐌚𐌀𐌕𐌖𐌍𐌉𐌋𐌀𐌕𐌍𐌉,larθfatunilatni,,,,1.000,clean
4094,vesi(al),vesi(al),𐌅𐌄𐌔𐌉(𐌀𐌋),,,,,0.000,clean
4095,tites vesi(e)s arnthial,tites vesi(e)s arnθial,𐌕𐌉𐌕𐌄𐌔 𐌅𐌄𐌔𐌉(𐌄)𐌔 𐌀𐌓𐌍𐌈𐌉𐌀𐌋,tites arnθial,,,,0.667,clean
CIE 2272,𐌀𐌓𐌍𐌀𐌉𐌏𐌄 𐌀𐌍𐌉𐌀𐌏,ARNAIOE ANIAO,,ARNAIOE ANIAO,,,,1.000,clean
1830,th(an)a sininei(alisa),θ(an)a sininei(alisa),𐌈(𐌀𐌍)𐌀 𐌔𐌉𐌍𐌉𐌍𐌄𐌉(𐌀𐌋𐌉𐌔𐌀),,mr-thanamrs-vaineismrs-sinineis-daughtershusband,,,0.000,clean
1908,carcunia(s),carcunia(s),𐌂𐌀𐌓𐌂𐌖𐌍𐌉𐌀(𐌔),,,,,0.000,clean
1909,plautr(i)al,plautr(i)al,𐌐𐌋𐌀𐌖𐌕𐌓(𐌉)𐌀𐌋,,mr-vels-daughters-husband,,,0.000,clean
1910,thanas,θanas,𐌈𐌀𐌍𐌀𐌔,θanas,of-mr-thana,,,1.000,clean
1918,a(rn)th pecesa,a(rn)θ pecesa,𐌀(𐌓𐌍)𐌈 𐌐𐌄𐌂𐌄𐌔𐌀,pecesa,,,,0.500,clean
1919,l(ar)th peche(s),l(ar)θ peχe(s),𐌋(𐌀𐌓)𐌈 𐌐𐌄𐌙𐌄(𐌔),,,,,0.000,clean
1920,peche(s) trepin(i)al,peχe(s) trepin(i)al,𐌐𐌄𐌙𐌄(𐌔) 𐌕𐌓𐌄𐌐𐌉𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
1923,tecumn(i)al(isasa),tecumn(i)al(isasa),𐌕𐌄𐌂𐌖𐌌𐌍(𐌉)𐌀𐌋(𐌉𐌔𐌀𐌔𐌀),,mr-pumpneias-daughtershusband,,,0.000,clean
4098,se(th) ti(te) vesi(al) seftmn(i)al(isasa),se(θ) ti(te) vesi(al) seftmn(i)al(isasa),𐌔𐌄(𐌈) 𐌕𐌉(𐌕𐌄) 𐌅𐌄𐌔𐌉(𐌀𐌋) 𐌔𐌄𐌚𐌕𐌌𐌍(𐌉)𐌀𐌋(𐌉𐌔𐌀𐌔𐌀),,,,,0.000,clean
4100,tites(a) vesi(al),tites(a) vesi(al),𐌕𐌉𐌕𐌄𐌔(𐌀) 𐌅𐌄𐌔𐌉(𐌀𐌋),,,,,0.000,clean
17057,ths,θs,𐌈𐌔,θs,mr-thanas,,,1.000,clean
411,viskesa,viskesa,𐌅𐌉𐌔𐌊𐌄𐌔𐌀,viskesa,mr-velmrs-femnis,,,1.000,clean
4114,svarnas,svarnas,𐌔𐌅𐌀𐌓𐌍𐌀𐌔,svarnas,mr-vipiesmr-varnas,,,1.000,clean
4115,--------------nalsec,--------------nalsec,--------------𐌍𐌀𐌋𐌔𐌄𐌂,,mrs-fasti,,,0.000,clean
4144,lethial,leθial,𐌋𐌄𐌈𐌉𐌀𐌋,leθial,mr-larisvenetemr-larissmrs-lethis,,,1.000,clean
415,tites crespe(s) tarchniei(alisa),tites crespe(s) tarχniei(alisa),𐌕𐌉𐌕𐌄𐌔 𐌂𐌓𐌄𐌔𐌐𐌄(𐌔) 𐌕𐌀𐌓𐌙𐌍𐌉𐌄𐌉(𐌀𐌋𐌉𐌔𐌀),tites,,,,0.333,clean
4151,venete azlsn(i)al,venete azlsn(i)al,𐌅𐌄𐌍𐌄𐌕𐌄 𐌀𐌆𐌋𐌔𐌍(𐌉)𐌀𐌋,venete,,,,0.500,clean
4164,percumsn(i)al,percumsn(i)al,𐌐𐌄𐌓𐌂𐌖𐌌𐌔𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
4176,rezus(a),rezus(a),𐌓𐌄𐌆𐌖𐌔(𐌀),,,,,0.000,clean
4178,th(an)a caspri(al) trisn(as),θ(an)a caspri(al) trisn(as),𐌈(𐌀𐌍)𐌀 𐌂𐌀𐌔𐌐𐌓𐌉(𐌀𐌋) 𐌕𐌓𐌉𐌔𐌍(𐌀𐌔),,,,,0.000,clean
1941,camei(al) larthi(e)sa satnas,camei(al) larθi(e)sa satnas,𐌂𐌀𐌌𐌄𐌉(𐌀𐌋) 𐌋𐌀𐌓𐌈𐌉(𐌄)𐌔𐌀 𐌔𐌀𐌕𐌍𐌀𐌔,satnas,,,,0.333,clean
1944,fastia crmartnei(al) rutmate(s)a,fastia crmartnei(al) rutmate(s)a,𐌚𐌀𐌔𐌕𐌉𐌀 𐌂𐌓𐌌𐌀𐌓𐌕𐌍𐌄𐌉(𐌀𐌋) 𐌓𐌖𐌕𐌌𐌀𐌕𐌄(𐌔)𐌀,fastia,,,,0.333,clean
1945,lautni(al),lautni(al),𐌋𐌀𐌖𐌕𐌍𐌉(𐌀𐌋),,,,,0.000,clean
1946,vetn(i)al,vetn(i)al,𐌅𐌄𐌕𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
1947,canzna(sa),canzna(sa),𐌂𐌀𐌍𐌆𐌍𐌀(𐌔𐌀),,mr-velicu,,,0.000,clean
1982,peithial,peiθial,𐌐𐌄𐌉𐌈𐌉𐌀𐌋,peiθial,,,,1.000,clean
1985,astn(a)tpu,astn(a)tpu,𐌀𐌔𐌕𐌍(𐌀)𐌕𐌐𐌖,,,,,0.000,clean
2389,cupsnasa,cupsnasa,𐌂𐌖𐌐𐌔𐌍𐌀𐌔𐌀,cupsnasa,,,,1.000,clean
1992,larthi larcnasa,larθi larcnasa,𐌋𐌀𐌓𐌈𐌉 𐌋𐌀𐌓𐌂𐌍𐌀𐌔𐌀,larθi larcnasa,,,,1.000,clean
2066,laut(n)i,laut(n)i,𐌋𐌀𐌖𐌕(𐌍)𐌉,,ms-tinusi,,,0.000,clean
2068,aprnasa,aprnasa,𐌀𐌐𐌓𐌍𐌀𐌔𐌀,aprnasa,mr-veliams-cutnisslave,,,1.000,clean
2069,ezna,ezna,𐌄𐌆𐌍𐌀,ezna,mr-larth,,,1.000,clean
2074,l(arisusa),l(arisusa),𐌋(𐌀𐌓𐌉𐌔𐌖𐌔𐌀),,mr-lariss-daughters-husband,,,0.000,clean
2078,pulfnasa,pulfnasa,𐌐𐌖𐌋𐌚𐌍𐌀𐌔𐌀,pulfnasa,mr-larthmrs-varneismrs-vrinatis-daughtershusband,,,1.000,clean
2081,{---}----ia,{---}----ia,{---}----𐌉𐌀,,,,,0.000,clean
2087,numsin(i)al,numsin(i)al,𐌍𐌖𐌌𐌔𐌉𐌍(𐌉)𐌀𐌋,,ms-veizi,,,0.000,clean
4207,cafatial,cafatial,𐌂𐌀𐌚𐌀𐌕𐌉𐌀𐌋,cafatial,,,,1.000,clean
4224,aneinei(alisa),aneinei(alisa),𐌀𐌍𐌄𐌉𐌍𐌄𐌉(𐌀𐌋𐌉𐌔𐌀),,,,,0.000,clean
4232,v(e)l(ia) razi(e)s,v(e)l(ia) razi(e)s,𐌅(𐌄)𐌋(𐌉𐌀) 𐌓𐌀𐌆𐌉(𐌄)𐌔,,mr-veliaapicemr-razies,,,0.000,clean
7060,pui,pui,𐌐𐌖𐌉,pui,wife,,,1.000,clean
AH 3.4,mi titasi cver menaχe,mi titasi cver menaχe,𐌌𐌉 𐌕𐌉𐌕𐌀𐌔𐌉 𐌂𐌅𐌄𐌓 𐌌𐌄𐌍𐌀𐌙𐌄,mi titasi cver menaχe,I was made as a votive offering (?) for Tita,,,1.000,clean
2013,l(iberta),l(iberta),𐌋(𐌉𐌁𐌄𐌓𐌕𐌀),,,,,0.000,clean
2014,arnt,arnt,𐌀𐌓𐌍𐌕,arnt,mr-arnt,,,1.000,clean
2030,a(rn)th cumni(al),a(rn)θ cumni(al),𐌀(𐌓𐌍)𐌈 𐌂𐌖𐌌𐌍𐌉(𐌀𐌋),,,,,0.000,clean
2031,v(e)l(ia) cumni(al),v(e)l(ia) cumni(al),𐌅(𐌄)𐌋(𐌉𐌀) 𐌂𐌖𐌌𐌍𐌉(𐌀𐌋),,,,,0.000,clean
2044,qvattvorvir,qvattvorvir,𐌒𐌅𐌀𐌕𐌕𐌅𐌏𐌓𐌅𐌉𐌓,qvattvorvir,member-of-the-board-of-fourmen-empowered-to-dispensejustice,,,1.000,clean
2050,cupslna arnth(i)alisa,cupslna arnθ(i)alisa,𐌂𐌖𐌐𐌔𐌋𐌍𐌀 𐌀𐌓𐌍𐌈(𐌉)𐌀𐌋𐌉𐌔𐌀,cupslna,,,,0.500,clean
2052,vipi(e)sa,vipi(e)sa,𐌅𐌉𐌐𐌉(𐌄)𐌔𐌀,,,,,0.000,clean
2054,larthi cupslnei(al) tutnasa,larθi cupslnei(al) tutnasa,𐌋𐌀𐌓𐌈𐌉 𐌂𐌖𐌐𐌔𐌋𐌍𐌄𐌉(𐌀𐌋) 𐌕𐌖𐌕𐌍𐌀𐌔𐌀,larθi tutnasa,,,,0.667,clean
Ar 1.3,a • haprni • a aχratinalśa,a • haprni • a aχratinalśa,𐌀 • 𐌇𐌀𐌐𐌓𐌍𐌉 • 𐌀 𐌀𐌙𐌓𐌀𐌕𐌉𐌍𐌀𐌋𐌑𐌀,a haprni a aχratinalśa,"Gnaeus Laberius, son of Aulus, of the voting tribe Pomptina",50.0,50.0,1.000,clean
Ar 4.3,tinσ lut,tinσ lut,𐌕𐌉𐌍𐌑 𐌋𐌖𐌕,tinσ lut,sacred area (?) of Tinia,,,1.000,clean
AS 1.40,[m]i lariśa feleśkenaσ' am[---],[m]i lariśa feleśkenaσ' am[---],[𐌌]𐌉 𐌋𐌀𐌓𐌉𐌑𐌀 𐌚𐌄𐌋𐌄𐌑𐌊𐌄𐌍𐌀𐌑' 𐌀𐌌[---],lariśa feleśkenaσ',I (am the cippus) of Larish Feleshkena...,500.0,500.0,0.500,clean
AS 2.1,mi avil[e-------],mi avil[e-------],𐌌𐌉 𐌀𐌅𐌉𐌋[𐌄-------],mi,I (belong to) Avile...,600.0,600.0,0.500,clean
AS 5.1,aneσ' • caeσ' • puil • hu<p> ni • ei • itruta,aneσ' • caeσ' • puil • hu<p> ni • ei • itruta,𐌀𐌍𐌄𐌑' • 𐌂𐌀𐌄𐌑' • 𐌐𐌖𐌉𐌋 • 𐌇𐌖<𐌐> 𐌍𐌉 • 𐌄𐌉 • 𐌉𐌕𐌓𐌖𐌕𐌀,aneσ' caeσ' puil ni ei itruta,Ane Cae Vetu made (?) (this urn).,,,0.857,clean
CIE 1889,larθia.cainei.a.velcia[?],larθia.cainei.a.velcia[?],𐌋𐌀𐌓𐌈𐌉𐌀.𐌂𐌀𐌉𐌍𐌄𐌉.𐌀.𐌅𐌄𐌋𐌂𐌉𐌀[?],,,,,0.000,clean
2096,puliac,puliac,𐌐𐌖𐌋𐌉𐌀𐌂,puliac,,,,1.000,clean
2120,pethia,peθia,𐌐𐌄𐌈𐌉𐌀,peθia,,,,1.000,clean
2123,thvsntia(sa),θvsntia(sa),𐌈𐌅𐌔𐌍𐌕𐌉𐌀(𐌔𐌀),,,,,0.000,clean
2125,arnth velsi(al),arnθ velsi(al),𐌀𐌓𐌍𐌈 𐌅𐌄𐌋𐌔𐌉(𐌀𐌋),arnθ,,,,0.500,clean
2171,l(ar)th veti(al),l(ar)θ veti(al),𐌋(𐌀𐌓)𐌈 𐌅𐌄𐌕𐌉(𐌀𐌋),,mr-larthmrs-vetismrsfremrnis-daughters-husband,,,0.000,clean
2176,resnasa,resnasa,𐌓𐌄𐌔𐌍𐌀𐌔𐌀,resnasa,,,,1.000,clean
2182,vetnei(al),vetnei(al),𐌅𐌄𐌕𐌍𐌄𐌉(𐌀𐌋),,mrs-vetneis,,,0.000,clean
2183,resnasa,resnasa,𐌓𐌄𐌔𐌍𐌀𐌔𐌀,resnasa,,,,1.000,clean
2194,athununial,aθununial,𐌀𐌈𐌖𐌍𐌖𐌍𐌉𐌀𐌋,aθununial,,,,1.000,clean
2195,panza(s),panza(s),𐌐𐌀𐌍𐌆𐌀(𐌔),,,,,0.000,clean
2200,ar(nthi) vipi vuisin{-}(i)al,ar(nθi) vipi vuisin{-}(i)al,𐌀𐌓(𐌍𐌈𐌉) 𐌅𐌉𐌐𐌉 𐌅𐌖𐌉𐌔𐌉𐌍{-}(𐌉)𐌀𐌋,vipi,ms-arnthivipimrs-vuisinis,,,0.333,clean
At 1.100,[al]eθnas : arnθ : larisal : zilaθ : tarχnalθi : amce,[al]eθnas arnθ larisal zilaθ tarχnalθi amce,[𐌀𐌋]𐌄𐌈𐌍𐌀𐌔 𐌀𐌓𐌍𐌈 𐌋𐌀𐌓𐌉𐌔𐌀𐌋 𐌆𐌉𐌋𐌀𐌈 𐌕𐌀𐌓𐌙𐌍𐌀𐌋𐌈𐌉 𐌀𐌌𐌂𐌄,arnθ larisal zilaθ tarχnalθi amce,"Arnth Alethnas, (son) of Laris, was governor in the [city] of Tarkhna.",,,0.833,clean
AT 1.105,aleθnas • v • v • θelu • zilaθ • parχis • | zilaθ • eterav clenar • ci • acnanasa • | elsσ'i zilaχnu • θeluσ'a ril • XXVIIII | papalser • acnanasa • VI • manim • arce ril • LXVI,aleθnas • v • v • θelu • zilaθ • parχis • zilaθ • eterav clenar • ci • acnanasa • elsσ'i zilaχnu • θeluσ'a ril • xxviiii papalser • acnanasa • vi • manim • arce ril • lxvi,𐌀𐌋𐌄𐌈𐌍𐌀𐌔 • 𐌅 • 𐌅 • 𐌈𐌄𐌋𐌖 • 𐌆𐌉𐌋𐌀𐌈 • 𐌐𐌀𐌓𐌙𐌉𐌔 • 𐌆𐌉𐌋𐌀𐌈 • 𐌄𐌕𐌄𐌓𐌀𐌅 𐌂𐌋𐌄𐌍𐌀𐌓 • 𐌂𐌉 • 𐌀𐌂𐌍𐌀𐌍𐌀𐌔𐌀 • 𐌄𐌋𐌔𐌑'𐌉 𐌆𐌉𐌋𐌀𐌙𐌍𐌖 • 𐌈𐌄𐌋𐌖𐌑'𐌀 𐌓𐌉𐌋 • 𐌗𐌗𐌅𐌉𐌉𐌉𐌉 𐌐𐌀𐌐𐌀𐌋𐌔𐌄𐌓 • 𐌀𐌂𐌍𐌀𐌍𐌀𐌔𐌀 • 𐌅𐌉 • 𐌌𐌀𐌍𐌉𐌌 • 𐌀𐌓𐌂𐌄 𐌓𐌉𐌋 • 𐌋𐌗𐌅𐌉,aleθnas v v θelu zilaθ parχis zilaθ eterav clenar ci acnanasa elsσ'i zilaχnu θeluσ'a ril xxviiii papalser acnanasa vi manim arce ril lxvi,"'Vel Alethnas, son of Vel, ... having produced six descendants constructed this tomb monument.",,,1.000,clean
AT 1.108,av[le] [•] [al]eθnas • ... zilaχn[ce] | spureθi • apasi • svalas ...,av[le] [•] [al]eθnas • ... zilaχn[ce] spureθi • apasi • svalas ...,𐌀𐌅[𐌋𐌄] [•] [𐌀𐌋]𐌄𐌈𐌍𐌀𐌔 • ... 𐌆𐌉𐌋𐌀𐌙𐌍[𐌂𐌄] 𐌔𐌐𐌖𐌓𐌄𐌈𐌉 • 𐌀𐌐𐌀𐌔𐌉 • 𐌔𐌅𐌀𐌋𐌀𐌔 ...,... spureθi apasi svalas ...,Aule Alethnas ... served as governor (while) living in the community of his father,,,0.500,clean
At 1.111,θanχvil : ruvfi : puia arnθal aleθ{na}s,θanχvil ruvfi puia arnθal aleθ{na}s,𐌈𐌀𐌍𐌙𐌅𐌉𐌋 𐌓𐌖𐌅𐌚𐌉 𐌐𐌖𐌉𐌀 𐌀𐌓𐌍𐌈𐌀𐌋 𐌀𐌋𐌄𐌈{𐌍𐌀}𐌔,θanχvil ruvfi puia arnθal,"Thankhvil Ruvfi, wife of Arnth Alethnas",,,0.800,clean
2222,f(asti)a v(ip)i(al) farp(itias),f(asti)a v(ip)i(al) farp(itias),𐌚(𐌀𐌔𐌕𐌉)𐌀 𐌅(𐌉𐌐)𐌉(𐌀𐌋) 𐌚𐌀𐌓𐌐(𐌉𐌕𐌉𐌀𐌔),,,,,0.000,clean
2225,vipine(s),vipine(s),𐌅𐌉𐌐𐌉𐌍𐌄(𐌔),,,,,0.000,clean
2296,th(e)vrin(as),θ(e)vrin(as),𐌈(𐌄)𐌅𐌓𐌉𐌍(𐌀𐌔),,,,,0.000,clean
2298,uchu(s),uχu(s),𐌖𐌙𐌖(𐌔),,mr-larthferinemr-uchus,,,0.000,clean
2299,fastia ferin(i)alisa,fastia ferin(i)alisa,𐌚𐌀𐌔𐌕𐌉𐌀 𐌚𐌄𐌓𐌉𐌍(𐌉)𐌀𐌋𐌉𐌔𐌀,fastia,,,,0.500,clean
2301,th(an)a f(erin)e,θ(an)a f(erin)e,𐌈(𐌀𐌍)𐌀 𐌚(𐌄𐌓𐌉𐌍)𐌄,,,,,0.000,clean
2304,sethrn(i)al,seθrn(i)al,𐌔𐌄𐌈𐌓𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
2311,purn(i)al,purn(i)al,𐌐𐌖𐌓𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
2313,vipin(i)al,vipin(i)al,𐌅𐌉𐌐𐌉𐌍(𐌉)𐌀𐌋,,mr-aulefisucna,,,0.000,clean
AT 1.15,vipinanas • velθur • velθurus • avils • XV,vipinanas • velθur • velθurus • avils • xv,𐌅𐌉𐌐𐌉𐌍𐌀𐌍𐌀𐌔 • 𐌅𐌄𐌋𐌈𐌖𐌓 • 𐌅𐌄𐌋𐌈𐌖𐌓𐌖𐌔 • 𐌀𐌅𐌉𐌋𐌔 • 𐌗𐌅,vipinanas velθur velθurus avils xv,"Velthur Vipinanas, (son) of Velthur, (dead) at fifteen years of age",,,1.000,clean
AT 1.171,arnθ : χurlces : ... zilc : parχis : amce | marunuχ : spurana : cepen : tenu : avils : maχs semφalχls lupu,arnθ χurlces ... zilc parχis amce marunuχ spurana cepen tenu avils maχs semφalχls lupu,𐌀𐌓𐌍𐌈 𐌙𐌖𐌓𐌋𐌂𐌄𐌔 ... 𐌆𐌉𐌋𐌂 𐌐𐌀𐌓𐌙𐌉𐌔 𐌀𐌌𐌂𐌄 𐌌𐌀𐌓𐌖𐌍𐌖𐌙 𐌔𐌐𐌖𐌓𐌀𐌍𐌀 𐌂𐌄𐌐𐌄𐌍 𐌕𐌄𐌍𐌖 𐌀𐌅𐌉𐌋𐌔 𐌌𐌀𐌙𐌔 𐌔𐌄𐌌𐌘𐌀𐌋𐌙𐌋𐌔 𐌋𐌖𐌐𐌖,arnθ χurlces ... zilc parχis amce marunuχ spurana cepen tenu avils maχs semφalχls lupu,"Arnth Khurkles ... was governor of the parkh (?). Having held the office of marunuc of the city (as) priest, (he) died at age seventy-five.",,,1.000,clean
At 1.172,larθ : χurχles : arnθal : χurχles : θanχvilus[c] cracial | clan : avils : ciem zaθrms : lupu,larθ χurχles arnθal χurχles θanχvilus[c] cracial clan avils ciem zaθrms lupu,𐌋𐌀𐌓𐌈 𐌙𐌖𐌓𐌙𐌋𐌄𐌔 𐌀𐌓𐌍𐌈𐌀𐌋 𐌙𐌖𐌓𐌙𐌋𐌄𐌔 𐌈𐌀𐌍𐌙𐌅𐌉𐌋𐌖𐌔[𐌂] 𐌂𐌓𐌀𐌂𐌉𐌀𐌋 𐌂𐌋𐌀𐌍 𐌀𐌅𐌉𐌋𐌔 𐌂𐌉𐌄𐌌 𐌆𐌀𐌈𐌓𐌌𐌔 𐌋𐌖𐌐𐌖,larθ χurχles arnθal χurχles cracial clan avils ciem zaθrms lupu,"Larth Khurkhles, son of Arnth Khurkhles and Thankhvil Craci, (was) dead at seventeen years of age.",,,0.909,clean
AT 1.34,eca : mutna : velθurus : sta<t>lanes | larisaliσ'la,eca mutna velθurus sta<t>lanes larisaliσ'la,𐌄𐌂𐌀 𐌌𐌖𐌕𐌍𐌀 𐌅𐌄𐌋𐌈𐌖𐌓𐌖𐌔 𐌔𐌕𐌀<𐌕>𐌋𐌀𐌍𐌄𐌔 𐌋𐌀𐌓𐌉𐌔𐌀𐌋𐌉𐌑'𐌋𐌀,eca mutna velθurus larisaliσ'la,"This (is the) sarcophagus of Velthur Statlanes, the (son) of Laris.",,,0.800,clean
CIE 1938,SAHSAI:ENISNAI:AIOQAI,SAHSAI:ENISNAI:AIOQAI,,SAHSAI ENISNAI AIOQAI,,,,1.000,clean
2329,a(rn)th thelazu carpnatial,a(rn)θ θelazu carpnatial,𐌀(𐌓𐌍)𐌈 𐌈𐌄𐌋𐌀𐌆𐌖 𐌂𐌀𐌓𐌐𐌍𐌀𐌕𐌉𐌀𐌋,θelazu carpnatial,mr-arnththelazumrs-,,,0.667,clean
2331,theprie vetn(i)alisa,θeprie vetn(i)alisa,𐌈𐌄𐌐𐌓𐌉𐌄 𐌅𐌄𐌕𐌍(𐌉)𐌀𐌋𐌉𐌔𐌀,θeprie,,,,0.500,clean
2340,turce,turce,𐌕𐌖𐌓𐌂𐌄,turce,,,,1.000,clean
2348,a(rn)th larcna,a(rn)θ larcna,𐌀(𐌓𐌍)𐌈 𐌋𐌀𐌓𐌂𐌍𐌀,larcna,,,,0.500,clean
2351,f(asti)a tutn(i)alisa,f(asti)a tutn(i)alisa,𐌚(𐌀𐌔𐌕𐌉)𐌀 𐌕𐌖𐌕𐌍(𐌉)𐌀𐌋𐌉𐌔𐌀,,,,,0.000,clean
2360,erantra,erantra,𐌄𐌓𐌀𐌍𐌕𐌓𐌀,erantra,mr-erantra,,,1.000,clean
2390,larthi larsti(al) pucsini(e)sa,larθi larsti(al) pucsini(e)sa,𐌋𐌀𐌓𐌈𐌉 𐌋𐌀𐌓𐌔𐌕𐌉(𐌀𐌋) 𐌐𐌖𐌂𐌔𐌉𐌍𐌉(𐌄)𐌔𐌀,larθi,,,,0.333,clean
AT 1.46,ceisu[i] : σ'eθra | σ'eθres : sec | calisnia[l]c : ramθ[as] | avils : XV,ceisu[i] σ'eθra σ'eθres sec calisnia[l]c ramθ[as] avils xv,𐌂𐌄𐌉𐌔𐌖[𐌉] 𐌑'𐌄𐌈𐌓𐌀 𐌑'𐌄𐌈𐌓𐌄𐌔 𐌔𐌄𐌂 𐌂𐌀𐌋𐌉𐌔𐌍𐌉𐌀[𐌋]𐌂 𐌓𐌀𐌌𐌈[𐌀𐌔] 𐌀𐌅𐌉𐌋𐌔 𐌗𐌅,σ'eθra σ'eθres sec avils xv,"Shethra Ceisui, daughter of Shethre and Ramtba Calisni, (was dead) at fifteen years.",,,0.625,clean
AT 1.47,saturinies • arnθ • | larθal • fulnial | avils • XXXVIII,saturinies • arnθ • larθal • fulnial avils • xxxviii,𐌔𐌀𐌕𐌖𐌓𐌉𐌍𐌉𐌄𐌔 • 𐌀𐌓𐌍𐌈 • 𐌋𐌀𐌓𐌈𐌀𐌋 • 𐌚𐌖𐌋𐌍𐌉𐌀𐌋 𐌀𐌅𐌉𐌋𐌔 • 𐌗𐌗𐌗𐌅𐌉𐌉𐌉,saturinies arnθ larθal fulnial avils xxxviii,"Arnth Saturnies, (son) of Larth (and) Fulni, (dead) at thirty-eight years",,,1.000,clean
CIE 100,I3HAAINAOAR3H2391,I3HAAINAOAR3H2391,,,,,,0.000,ocr_failed
CIE 1962,𐌀𐌓:𐌊𐌀𐌓𐌆𐌉𐌖|𐌋𐌄𐌈𐌉𐌀𐌔,ar:carziu|leθias,𐌀𐌓:𐌂𐌀𐌓𐌆𐌉𐌖|𐌋𐌄𐌈𐌉𐌀𐌔,ar carziu leθias,,,,1.000,clean
2429,arnth(i)alisa,arnθ(i)alisa,𐌀𐌓𐌍𐌈(𐌉)𐌀𐌋𐌉𐌔𐌀,,,,,0.000,clean
2440,marcnei,marcnei,𐌌𐌀𐌓𐌂𐌍𐌄𐌉,marcnei,mrs-marcnei,,,1.000,clean
2445,trepucsa,trepucsa,𐌕𐌓𐌄𐌐𐌖𐌂𐌔𐌀,trepucsa,mr-trepus-sons-wife,,,1.000,clean
2447,thania tlesnei(al) lulia(s),θania tlesnei(al) lulia(s),𐌈𐌀𐌍𐌉𐌀 𐌕𐌋𐌄𐌔𐌍𐌄𐌉(𐌀𐌋) 𐌋𐌖𐌋𐌉𐌀(𐌔),θania,mr-thaniamrs-tlesneismr-lulias,,,0.333,clean
2454,velsunias(a),velsunias(a),𐌅𐌄𐌋𐌔𐌖𐌍𐌉𐌀𐌔(𐌀),,mr-larthmaricanemr-arnths,,,0.000,clean
2462,piuta(i)al,piuta(i)al,𐌐𐌉𐌖𐌕𐌀(𐌉)𐌀𐌋,,,,,0.000,clean
2481,larth(i)al lautn(itha),larθ(i)al lautn(iθa),𐌋𐌀𐌓𐌈(𐌉)𐌀𐌋 𐌋𐌀𐌖𐌕𐌍(𐌉𐌈𐌀),,,,,0.000,clean
2487,mu(tu) c(nevn(i)al),mu(tu) c(nevn(i)al),𐌌𐌖(𐌕𐌖) 𐌂(𐌍𐌄𐌅𐌍(𐌉)𐌀𐌋),,,,,0.000,clean
2489,nicipur,nicipur,𐌍𐌉𐌂𐌉𐌐𐌖𐌓,nicipur,nicuss-boyms-naulisisslave,,,1.000,clean
2492,achu(i)al,aχu(i)al,𐌀𐌙𐌖(𐌉)𐌀𐌋,,,,,0.000,clean
2496,saprias,saprias,𐌔𐌀𐌐𐌓𐌉𐌀𐌔,saprias,,,,1.000,clean
2497,thania nuzrnei(al),θania nuzrnei(al),𐌈𐌀𐌍𐌉𐌀 𐌍𐌖𐌆𐌓𐌍𐌄𐌉(𐌀𐌋),θania,,,,0.500,clean
CIE 110,arni-surinate-ls,ARNISURINATELS,,ARNISURINATELS,,,,1.000,clean
CIE 111,mi arni-usini-es,MAMVSVIATIAM,,MAMVSVIATIAM,,,,1.000,clean
CIE 112,a-flave-a-ceicnal,ANVSISARNISALVSINIES,,ANVSISARNISALVSINIES,,,,1.000,clean
CIE 113,ls-flave-ls-curial-ril-IIL,ALINVSINALVSINIESALVSINIES,,ALINVSINALVSINIESALVSINIES,,,,1.000,clean
2530,pethna,peθna,𐌐𐌄𐌈𐌍𐌀,peθna,mr-pethnamr-sciresmr-arnths-daughters-husband,,,1.000,clean
2539,arrespex,arrespex,𐌀𐌓𐌓𐌄𐌔𐌐𐌄𐌗,arrespex,,,,1.000,clean
2540,c(aii),c(aii),𐌂(𐌀𐌉𐌉),,mr-caiusbabiusmr-caiussson,,,0.000,clean
2550,petinate(s),petinate(s),𐌐𐌄𐌕𐌉𐌍𐌀𐌕𐌄(𐌔),,mr-petinates,,,0.000,clean
2561,ar(nthus),ar(nθus),𐌀𐌓(𐌍𐌈𐌖𐌔),,mr-aulepetrumr-arnthsmrs-sethrascis,,,0.000,clean
